,accel_x,accel_y,accel_z,gyro_x_ser,gyro_y_ser,gyro_z_ser
0,0.10534487664699554,0.15801730751991272,9.715670585632324,0.0021305938716977835,0.0021305938716977835,0.0010652969358488917
1,0.09576806426048279,0.15322890877723694,9.75397777557373,0.0021305938716977835,0.0021305938716977835,0.0053264847956597805
2,0.14365209639072418,0.22026655077934265,9.758766174316406,0.0031958906911313534,0.004261187743395567,0.0021305938716977835
3,0.15322890877723694,0.22505496442317963,9.768342971801758,0.0010652969358488917,0.0031958906911313534,0.0031958906911313534
4,0.10534487664699554,0.1867477297782898,9.725247383117676,0.0010652969358488917,0.0021305938716977835,0.0031958906911313534
5,0.15322890877723694,0.20111294090747833,9.725247383117676,0.0010652969358488917,0.0031958906911313534,0.004261187743395567
6,0.07661445438861847,0.15322890877723694,9.706093788146973,0.0010652969358488917,0.0031958906911313534,0.0021305938716977835
7,0.10055647045373917,0.2059013396501541,9.768342971801758,0.0021305938716977835,0.0010652969358488917,0.0031958906911313534
8,0.12449848651885986,0.19632454216480255,9.710882186889648,0.0010652969358488917,0.0021305938716977835,0.004261187743395567
9,0.10534487664699554,0.21547815203666687,9.81143856048584,0.0031958906911313534,0.0053264847956597805,0.0021305938716977835
10,0.10534487664699554,0.2537853717803955,9.691728591918945,0.0031958906911313534,0.0021305938716977835,0.004261187743395567
11,0.10534487664699554,0.22505496442317963,9.677363395690918,0.0010652969358488917,-0.0021305938716977835,0.004261187743395567
12,0.08619125932455063,0.22026655077934265,9.720458984375,0.0,0.0021305938716977835,0.0021305938716977835
13,0.1388636976480484,0.17717093229293823,9.773131370544434,0.0021305938716977835,0.0021305938716977835,0.0031958906911313534
14,0.12928688526153564,0.21547815203666687,9.749189376831055,0.0021305938716977835,0.004261187743395567,0.004261187743395567
15,0.06224924325942993,0.1867477297782898,9.696516990661621,0.0031958906911313534,0.006391781382262707,0.0021305938716977835
16,0.11971008777618408,0.2585737705230713,9.730035781860352,0.0031958906911313534,0.0021305938716977835,0.0031958906911313534
17,0.09576806426048279,0.20111294090747833,9.744400978088379,0.0021305938716977835,-0.0031958906911313534,0.0021305938716977835
18,0.12928688526153564,0.24899697303771973,9.710882186889648,0.0031958906911313534,0.004261187743395567,0.0031958906911313534
19,0.10534487664699554,0.15322890877723694,9.710882186889648,0.0021305938716977835,0.0021305938716977835,0.0021305938716977835
20,0.090979665517807,0.22026655077934265,9.715670585632324,0.0021305938716977835,0.004261187743395567,0.0031958906911313534
21,0.07182604819536209,0.15801730751991272,9.691728591918945,0.0031958906911313534,0.0021305938716977835,0.0053264847956597805
22,0.10534487664699554,0.14365209639072418,9.749189376831055,0.0010652969358488917,0.0031958906911313534,0.0031958906911313534
23,0.10534487664699554,0.14365209639072418,9.749189376831055,0.0021305938716977835,0.0031958906911313534,0.004261187743395567
24,0.1149216815829277,0.2059013396501541,9.720458984375,0.0031958906911313534,0.004261187743395567,0.004261187743395567
25,0.1149216815829277,0.2106897532939911,9.715670585632324,0.0021305938716977835,0.0021305938716977835,0.0021305938716977835
26,0.06703764945268631,0.2059013396501541,9.787496566772461,0.004261187743395567,0.009587672539055347,0.0031958906911313534
27,0.06703764945268631,0.2059013396501541,9.787496566772461,0.0021305938716977835,-0.0021305938716977835,0.0031958906911313534
28,0.10055647045373917,0.22026655077934265,9.701305389404297,0.0,0.009587672539055347,0.0031958906911313534
29,0.07661445438861847,0.2059013396501541,9.696516990661621,-0.0010652969358488917,0.0010652969358488917,0.0031958906911313534
30,0.15322890877723694,0.14844051003456116,9.706093788146973,0.0021305938716977835,0.0010652969358488917,0.0021305938716977835
31,0.1149216815829277,0.22026655077934265,9.710882186889648,0.0031958906911313534,0.0010652969358488917,0.0031958906911313534
32,0.090979665517807,0.1867477297782898,9.677363395690918,0.0010652969358488917,0.0010652969358488917,0.0031958906911313534
33,0.09576806426048279,0.22026655077934265,9.682151794433594,0.0031958906911313534,0.0010652969358488917,0.0031958906911313534
34,0.07661445438861847,0.1867477297782898,9.720458984375,0.0031958906911313534,0.0010652969358488917,0.0031958906911313534
35,0.08140286058187485,0.19153612852096558,9.691728591918945,0.0021305938716977835,0.0010652969358488917,0.0
36,0.11971008777618408,0.2106897532939911,9.758766174316406,0.0031958906911313534,0.0021305938716977835,0.004261187743395567
37,0.09576806426048279,0.19632454216480255,9.730035781860352,0.0021305938716977835,0.0,0.0021305938716977835
38,0.11013327538967133,0.20111294090747833,9.725247383117676,0.0,0.0,0.004261187743395567
39,0.08140286058187485,0.22505496442317963,9.730035781860352,0.0021305938716977835,0.004261187743395567,0.006391781382262707
40,0.07182604819536209,0.17238251864910126,9.715670585632324,0.0010652969358488917,0.0021305938716977835,0.0053264847956597805
41,0.06703764945268631,0.2059013396501541,9.744400978088379,0.0,0.006391781382262707,0.004261187743395567
42,0.08140286058187485,0.22505496442317963,9.672574996948242,0.0021305938716977835,0.0,0.0010652969358488917
43,0.08140286058187485,0.20111294090747833,9.763554573059082,0.0031958906911313534,0.004261187743395567,0.0010652969358488917
44,0.08619125932455063,0.20111294090747833,9.744400978088379,0.004261187743395567,0.004261187743395567,0.004261187743395567
45,0.06224924325942993,0.2059013396501541,9.710882186889648,0.0031958906911313534,0.0031958906911313534,0.004261187743395567
46,0.090979665517807,0.2346317619085312,9.739612579345703,0.0021305938716977835,0.0031958906911313534,0.0031958906911313534
47,0.11013327538967133,0.16759411990642548,9.758766174316406,0.0031958906911313534,0.0031958906911313534,0.004261187743395567
48,0.10055647045373917,0.2298433631658554,9.730035781860352,0.0021305938716977835,0.0010652969358488917,0.0031958906911313534
49,0.08619125932455063,0.181959331035614,9.715670585632324,0.0053264847956597805,0.0021305938716977835,0.0021305938716977835
50,0.1149216815829277,0.19153612852096558,9.725247383117676,0.0031958906911313534,0.004261187743395567,0.0021305938716977835
51,0.090979665517807,0.20111294090747833,9.730035781860352,0.0010652969358488917,0.0031958906911313534,0.0053264847956597805
52,0.090979665517807,0.19153612852096558,9.710882186889648,0.0010652969358488917,0.0010652969358488917,0.0031958906911313534
53,0.1149216815829277,0.2346317619085312,9.758766174316406,0.0010652969358488917,0.0,0.0010652969358488917
54,0.090979665517807,0.22026655077934265,9.739612579345703,0.0021305938716977835,0.0031958906911313534,0.0010652969358488917
55,0.09576806426048279,0.181959331035614,9.75397777557373,0.0031958906911313534,0.004261187743395567,0.0010652969358488917
56,0.09576806426048279,0.13407529890537262,9.773131370544434,0.0021305938716977835,0.0,0.0010652969358488917
57,0.1149216815829277,0.22505496442317963,9.768342971801758,0.004261187743395567,0.0031958906911313534,0.0010652969358488917
58,0.09576806426048279,0.21547815203666687,9.749189376831055,0.0031958906911313534,0.0021305938716977835,0.0031958906911313534
59,0.08619125932455063,0.19632454216480255,9.749189376831055,0.004261187743395567,0.0053264847956597805,0.0010652969358488917
60,0.08140286058187485,0.22026655077934265,9.734824180603027,0.0,0.0053264847956597805,0.0021305938716977835
61,0.07182604819536209,0.1628057211637497,9.68694019317627,0.0021305938716977835,0.004261187743395567,0.0031958906911313534
62,0.090979665517807,0.17717093229293823,9.744400978088379,0.0021305938716977835,0.006391781382262707,0.0021305938716977835
63,0.11013327538967133,0.22026655077934265,9.749189376831055,0.0,0.0053264847956597805,0.0053264847956597805
64,0.12928688526153564,0.2106897532939911,9.773131370544434,0.0031958906911313534,0.0021305938716977835,0.0021305938716977835
